"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82"
"1",0,0.354166666666667,0.416666666666667,0.45,0.458333333333333,0.791666666666667,0.458333333333333,0.25,0.535714285714286,0.35,0.55,0.55,0.55,0.4375,0.55,0.714285714285714,0.714285714285714,0.714285714285714,0.625,0.714285714285714,0.4375,0.4375,0.5,0.75,0.428571428571429,0.678571428571429,0.583333333333333,0.625,0.604166666666667,0.625,0.4375,0.517857142857143,0.5625,0.660714285714286,0.803571428571429,0.40625,0.589285714285714,0.5,0.75,0.625,0.25,0.458333333333333,0.660714285714286,0.660714285714286,0.589285714285714,0.589285714285714,0.642857142857143,0.732142857142857,0.732142857142857,0.642857142857143,0.660714285714286,0.660714285714286,0.525,0.589285714285714,0.589285714285714,0.589285714285714,0.589285714285714,0.666666666666667,0.520833333333333,0.660714285714286,0.660714285714286,0.660714285714286,0.660714285714286,0.660714285714286,0.535714285714286,0.642857142857143,0.5,0.5,0.625,0.583333333333333,0.5,0.55,0.625,0.55,0.625,0.55,0.625,0.625,0.535714285714286,0.55,0.535714285714286,0.535714285714286
"2",0.354166666666667,0,0.75,0.425,0.270833333333333,0.4375,0.270833333333333,0.425,0.446428571428571,0.15625,0.270833333333333,0.354166666666667,0.354166666666667,0.125,0.270833333333333,0.660714285714286,0.660714285714286,0.660714285714286,0.479166666666667,0.589285714285714,0.125,0.125,0.175,0.4375,0.666666666666667,0.517857142857143,0.475,0.270833333333333,0.416666666666667,0.275,0.125,0.357142857142857,0.225,0.357142857142857,0.571428571428571,0.1,0.5,0.6,0.75,0.325,0.208333333333333,0.270833333333333,0.571428571428571,0.5,0.666666666666667,0.666666666666667,0.785714285714286,0.857142857142857,0.857142857142857,0.785714285714286,0.571428571428571,0.5,0.625,0.714285714285714,0.666666666666667,0.571428571428571,0.666666666666667,0.6,0.666666666666667,0.785714285714286,0.5,0.5,0.5,0.5,0.375,0.75,0.416666666666667,0.25,0.625,0.25,0.416666666666667,0.270833333333333,0.270833333333333,0.325,0.270833333333333,0.270833333333333,0.270833333333333,0.375,0.375,0.270833333333333,0.375,0.375
"3",0.416666666666667,0.75,0,0.708333333333333,0.65625,0.678571428571429,0.65625,0.45,0.607142857142857,0.45,0.75,0.708333333333333,0.75,0.708333333333333,0.75,0.5625,0.5625,0.5625,0.78125,0.5625,0.708333333333333,0.708333333333333,0.75,0.541666666666667,0.5,0.464285714285714,0.535714285714286,0.78125,0.446428571428571,0.833333333333333,0.625,0.640625,0.875,0.515625,0.640625,0.625,0.578125,0.5,0.642857142857143,0.75,0.416666666666667,0.607142857142857,0.515625,0.446428571428571,0.4375,0.4375,0.5,0.589285714285714,0.589285714285714,0.5,0.515625,0.515625,0.15625,0.732142857142857,0.517857142857143,0.578125,0.4375,0.642857142857143,0.517857142857143,0.578125,0.515625,0.446428571428571,0.515625,0.446428571428571,0.65625,0.416666666666667,0.571428571428571,0.714285714285714,0.375,0.75,0.571428571428571,0.75,0.78125,0.708333333333333,0.78125,0.75,0.78125,0.75,0.65625,0.75,0.65625,0.65625
"4",0.45,0.425,0.708333333333333,0,0.5,0.5,0.5,0.6,0.583333333333333,0.5,0.4,0.5,0.5,0.25,0.4,0.833333333333333,0.833333333333333,0.833333333333333,0.708333333333333,0.75,0.25,0.25,0.3125,0.6,0.25,0.666666666666667,0.8,0.333333333333333,0.625,0.4375,0.25,0.520833333333333,0.25,0.6875,0.604166666666667,0.28125,0.6875,0.85,0.75,0.5,0,0.4,0.6875,0.6875,0.825,0.825,0.875,0.854166666666667,0.854166666666667,0.875,0.6875,0.6875,0.708333333333333,0.6875,0.825,0.770833333333333,0.825,0.65,0.854166666666667,0.854166666666667,0.6875,0.6875,0.6875,0.6875,0.5,0.85,0.65,0.45,0.75,0.458333333333333,0.65,0.4,0.333333333333333,0.2,0.333333333333333,0.4,0.333333333333333,0.4,0.5,0.4,0.5,0.5
"5",0.458333333333333,0.270833333333333,0.65625,0.5,0,0.357142857142857,0.125,0.4,0.0714285714285714,0,0.142857142857143,0.0833333333333333,0.214285714285714,0.166666666666667,0.142857142857143,0.3125,0.34375,0.3125,0.3125,0.34375,0.166666666666667,0.166666666666667,0.208333333333333,0.166666666666667,0.541666666666667,0.142857142857143,0.285714285714286,0.25,0.303571428571429,0.291666666666667,0.166666666666667,0.140625,0.333333333333333,0.390625,0.578125,0.025,0.421875,0.678571428571429,0.821428571428571,0.285714285714286,0,0.142857142857143,0.453125,0.160714285714286,0.604166666666667,0.604166666666667,0.678571428571429,0.732142857142857,0.732142857142857,0.678571428571429,0.453125,0.265625,0.40625,0.589285714285714,0.660714285714286,0.578125,0.604166666666667,0.821428571428571,0.660714285714286,0.703125,0.296875,0.160714285714286,0.265625,0.160714285714286,0.0625,0.625,0.178571428571429,0.178571428571429,0.6875,0.28125,0.178571428571429,0.142857142857143,0.25,0.166666666666667,0.25,0.142857142857143,0.25,0.142857142857143,0.03125,0.0357142857142857,0.125,0.125
"6",0.791666666666667,0.4375,0.678571428571429,0.5,0.357142857142857,0,0.357142857142857,0.8,0.428571428571429,0.5,0.25,0.333333333333333,0.333333333333333,0.3,0.25,0.357142857142857,0.357142857142857,0.357142857142857,0.535714285714286,0.285714285714286,0.3,0.3,0.35,0.0833333333333333,0.875,0.214285714285714,0.208333333333333,0.214285714285714,0.270833333333333,0.45,0.3,0.375,0.4,0.375,0.303571428571429,0.325,0.446428571428571,0.625,0.458333333333333,0.333333333333333,0.5,0.416666666666667,0.446428571428571,0.232142857142857,0.604166666666667,0.604166666666667,0.607142857142857,0.732142857142857,0.732142857142857,0.607142857142857,0.446428571428571,0.232142857142857,0.40625,0.875,0.604166666666667,0.517857142857143,0.604166666666667,0.458333333333333,0.660714285714286,0.589285714285714,0.375,0.232142857142857,0.232142857142857,0.232142857142857,0.357142857142857,0.541666666666667,0.458333333333333,0.291666666666667,0.3125,0.321428571428571,0.458333333333333,0.25,0.214285714285714,0.25,0.214285714285714,0.25,0.214285714285714,0.25,0.357142857142857,0.25,0.357142857142857,0.357142857142857
"7",0.458333333333333,0.270833333333333,0.65625,0.5,0.125,0.357142857142857,0,0.4,0.0714285714285714,0,0,0.0833333333333333,0.0714285714285714,0,0,0.3125,0.40625,0.3125,0.1875,0.21875,0,0,0.0416666666666667,0.166666666666667,0.541666666666667,0.142857142857143,0.357142857142857,0.125,0.196428571428571,0.166666666666667,0.166666666666667,0.046875,0.208333333333333,0.296875,0.484375,0.025,0.515625,0.571428571428571,0.714285714285714,0.142857142857143,0,0,0.390625,0.160714285714286,0.604166666666667,0.604166666666667,0.678571428571429,0.732142857142857,0.732142857142857,0.678571428571429,0.390625,0.140625,0.40625,0.589285714285714,0.553571428571429,0.484375,0.604166666666667,0.714285714285714,0.660714285714286,0.609375,0.390625,0.160714285714286,0.171875,0.160714285714286,0.125,0.625,0.0714285714285714,0.0714285714285714,0.6875,0.1875,0.0714285714285714,0,0.125,0.166666666666667,0.125,0,0.125,0.0357142857142857,0.0625,0.0714285714285714,0.03125,0.03125
"8",0.25,0.425,0.45,0.6,0.4,0.8,0.4,0,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.708333333333333,0.708333333333333,0.708333333333333,0.6,0.708333333333333,0.5,0.5,0.5625,0.75,0.45,0.666666666666667,0.5,0.6,0.6875,0.6875,0.5,0.520833333333333,0.5,0.6875,0.854166666666667,0.53125,0.6875,0.5625,0.875,0.5,0,0.5,0.6875,0.6875,0.625,0.625,0.708333333333333,0.6875,0.6875,0.708333333333333,0.6875,0.6875,0.53125,0.520833333333333,0.625,0.6875,0.625,0.8125,0.625,0.6875,0.6875,0.6875,0.6875,0.6875,0.5,0.65,0.45,0.5625,0.75,0.65,0.45,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.5,0.5
"9",0.535714285714286,0.446428571428571,0.607142857142857,0.583333333333333,0.0714285714285714,0.428571428571429,0.0714285714285714,0.5,0,0,0.0833333333333333,0,0,0.1,0.0833333333333333,0.194444444444444,0.194444444444444,0.194444444444444,0.125,0.138888888888889,0.1,0.1,0.15,0.25,0.464285714285714,0.1875,0.25,0.214285714285714,0.232142857142857,0.25,0.1,0.078125,0.3,0.328125,0.402777777777778,0.125,0.453125,0.625,0.53125,0.166666666666667,0,0.0714285714285714,0.390625,0.203125,0.589285714285714,0.589285714285714,0.527777777777778,0.625,0.625,0.583333333333333,0.390625,0.203125,0.325,0.458333333333333,0.517857142857143,0.402777777777778,0.517857142857143,0.791666666666667,0.578125,0.513888888888889,0.328125,0.203125,0.203125,0.203125,0.0625,0.535714285714286,0.0357142857142857,0.125,0.6875,0.25,0.0357142857142857,0.0833333333333333,0.214285714285714,0.25,0.214285714285714,0.0833333333333333,0.214285714285714,0.214285714285714,0.125,0.0833333333333333,0.125,0.125
"10",0.35,0.15625,0.45,0.5,0,0.5,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.2,0.25,0,0,0.0625,0.25,0.45,0.2,0.3,0.2,0.225,0.1875,0,0.025,0.25,0.225,0.425,0.03125,0.425,0.55,0.75,0.2,0,0,0.325,0.225,0.525,0.525,0.55,0.625,0.625,0.55,0.325,0.225,0.40625,0.425,0.525,0.425,0.525,0.75,0.525,0.525,0.225,0.225,0.225,0.225,0,0.55,0.05,0.0625,0.6875,0.25,0.05,0,0.2,0.25,0.2,0,0.2,0,0,0,0,0
"11",0.55,0.270833333333333,0.75,0.4,0.142857142857143,0.25,0,0.5,0.0833333333333333,0,0,0.0833333333333333,0.0714285714285714,0,0,0.321428571428571,0.428571428571429,0.321428571428571,0.178571428571429,0.214285714285714,0,0,0.0416666666666667,0.166666666666667,0.65,0.166666666666667,0.416666666666667,0,0.229166666666667,0.166666666666667,0.166666666666667,0.0535714285714286,0.208333333333333,0.339285714285714,0.410714285714286,0.025,0.589285714285714,0.666666666666667,0.666666666666667,0,0,0,0.446428571428571,0.1875,0.725,0.725,0.791666666666667,0.854166666666667,0.854166666666667,0.791666666666667,0.446428571428571,0.160714285714286,0.541666666666667,0.6875,0.645833333333333,0.553571428571429,0.725,0.666666666666667,0.770833333333333,0.696428571428571,0.446428571428571,0.1875,0.196428571428571,0.1875,0.142857142857143,0.75,0.0833333333333333,0.0714285714285714,0.6875,0.0714285714285714,0.0833333333333333,0,0,0,0,0,0,0.0357142857142857,0.0714285714285714,0.0714285714285714,0.0357142857142857,0.0357142857142857
"12",0.55,0.354166666666667,0.708333333333333,0.5,0.0833333333333333,0.333333333333333,0.0833333333333333,0.5,0,0,0.0833333333333333,0,0,0.1,0.0833333333333333,0.214285714285714,0.214285714285714,0.214285714285714,0.107142857142857,0.142857142857143,0.1,0.1,0.15,0.25,0.65,0.25,0.3,0.0833333333333333,0.325,0.25,0.1,0.104166666666667,0.3,0.4375,0.375,0.125,0.604166666666667,0.75,0.541666666666667,0,0,0.1,0.520833333333333,0.270833333333333,0.725,0.725,0.678571428571429,0.732142857142857,0.732142857142857,0.678571428571429,0.520833333333333,0.270833333333333,0.541666666666667,0.589285714285714,0.725,0.517857142857143,0.725,0.75,0.660714285714286,0.660714285714286,0.4375,0.270833333333333,0.270833333333333,0.270833333333333,0.0833333333333333,0.75,0.05,0.125,0.6875,0.125,0.05,0.0833333333333333,0.0833333333333333,0.1,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333
